date,pm25,pm10,o3,no2,so2,co,pm25_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,PRECTOTCORR
26-03-15,181.30769230769232,319.1538461538462,162.3846153846154,44.07692307692308,22.846153846153847,14.384615384615385,347.38461538461536,271,195,54.84615384615385,28.153846153846153,262.38461538461536,347.38461538461536,0
27-03-15,183.84615384615384,327.9230769230769,181.30769230769232,43.46153846153846,25.076923076923077,14.307692307692308,349.3076923076923,280,218,54.07692307692308,30.923076923076923,261.3076923076923,349.3076923076923,0
28-03-15,186.3846153846154,336.69230769230774,200.23076923076923,42.84615384615385,27.307692307692307,14.23076923076923,351.2307692307692,289,241,53.30769230769231,33.69230769230769,260.2307692307692,351.2307692307692,0
29-03-15,188.9230769230769,345.46153846153845,219.15384615384616,42.230769230769226,29.53846153846154,14.153846153846153,353.15384615384613,298,264,52.53846153846154,36.46153846153846,259.15384615384613,353.15384615384613,5.23
30-03-15,191.46153846153845,354.2307692307692,238.0769230769231,41.61538461538461,31.76923076923077,14.076923076923077,355.0769230769231,307,287,51.76923076923077,39.230769230769226,258.0769230769231,355.0769230769231,6.27
31-03-15,194,363,257,41,34,14,357,316,310,51,42,257,357,0.01
01-04-15,245,127,12,23,9,11,396,118,12,29,11,214,396,0.15
02-04-15,152,97,11,23,3,11,325,97,11,29,4,214,325,0.07
03-04-15,137,90,11,25,14,12,313,90,11,31,18,228,313,5.93
04-04-15,118,203,41,30,17,16,293,169,41,38,21,286,293,16.39
05-04-15,176,426,20,37,8,19,343,395,20,46,10,312,395,0
06-04-15,220,147,34,25,19,13,377,132,34,31,24,243,377,0
07-04-15,159,222,8,29,19,12,330,181,8,36,24,228,330,0.04
08-04-15,211,253,6,30,6,12,370,203,6,38,8,228,370,0.25
09-04-15,149,349,9,36,5,16,322,299,9,45,6,286,322,0
10-04-15,181,522,7,40,12,18,347,417,7,50,15,306,417,0
11-04-15,164,313,9.5,31.5,8.5,15.5,334,260,9.5,39.5,10.5,274.5,369,0
12-04-15,147,104,12,23,5,13,321,103,12,29,6,243,321,5.35
13-04-15,165,168,10,20,5,12,335,146,10,25,6,228,335,1.63
14-04-15,153,222,10,22,4,12,326,181,10,28,5,228,326,0.44
15-04-15,176,210,8,21,10,12,343,173,8,26,12,228,343,1.06
16-04-15,181,335,12,28,4,13,347,285,12,35,5,243,347,0.09
17-04-15,172,366,12,31,3,14,340,320,12,39,4,257,340,0.03
18-04-15,230,617,6,40,7,33,385,433,6,50,9,394,433,0
19-04-15,336,448,9,22,6,14,412,404,9,28,8,257,412,0
20-04-15,192,563,9,30,6,13,355,424,9,38,8,243,424,0.01
21-04-15,206,586,3,33,7,16,366,428,3,41,9,286,428,0
22-04-15,194,199,9,73,16,26,357,166,9,91,20,353,357,0
23-04-15,226,447,12,65,17,18,382,404,12,81,21,306,404,0
24-04-15,249,544,9,32,21,11,399,421,9,40,26,214,421,0
25-04-15,233,168,8,18,4,15,387,146,8,22,5,271,387,0
26-04-15,153,160,9,13,8,18,326,140,9,16,10,306,326,0.01
27-04-15,152,209,9,19,8,14,325,173,9,24,10,257,325,0.46
28-04-15,323,137,7,18,7,13,411,125,7,22,9,243,411,3.02
29-04-15,245,139.5,7.5,26,8,11.5,373.5,126.5,7.5,32,10,221.5,373.5,0.02
30-04-15,167,142,8,34,9,10,336,128,8,42,11,200,336,0
01-05-15,217,256,8,54,12,20,375,206,8,67,15,318,375,0.46
02-05-15,184,317,7,41,11,40,349,267,7,51,14,438,438,0.11
03-05-15,303,391,7,43,8,17,408,351,7,54,10,300,408,0
04-05-15,221,277,8,66,14,24,378,227,8,82,18,341,378,0
05-05-15,271,475,6,51,11,21,404,409,6,64,14,324,409,0
06-05-15,359,531,6,40,12,20,415,418,6,50,15,318,418,0
07-05-15,250,490,4,44,14,24,400,411,4,55,18,341,411,0
08-05-15,221,435,4,37,8,16,378,402,4,46,10,286,402,0
09-05-15,245,394,12,30,7,16,396,355,12,38,9,286,396,0
10-05-15,212,335,5,12,6,17,371,285,5,15,8,300,371,0
11-05-15,194,302,8,11,5,12,357,252,8,14,6,228,357,0.01
12-05-15,216,174,7,12,8,16,374,150,7,15,10,286,374,0.61
13-05-15,195,314,5,22,6,15,358,264,5,28,8,271,358,0.43
14-05-15,239,419,11,23,5,19,392,386,11,29,6,312,392,1.04
15-05-15,221,387.75,16,26.5,5,17,378,350.5,16,33.25,6,287.5,378,0.4
16-05-15,203,356.5,21,30,5,15,364,315,21,37.5,6,263,364,2.3
17-05-15,185,325.25,26,33.5,5,13,350,279.5,26,41.75,6,238.5,350,0
18-05-15,167,294,31,37,5,11,336,244,31,46,6,214,336,0
19-05-15,190,190,17,30,12,12,354,160,17,38,15,228,354,0
20-05-15,160,585,9,86,3,32,331,428,9,106,4,388,428,1.53
21-05-15,208,382,13,55,4,12,368,340,13,69,5,228,368,0
22-05-15,176,473,12,50,3,11,343,408,12,62,4,214,408,0
23-05-15,215.33333333333334,474.3333333333333,13.666666666666666,49.333333333333336,4.333333333333333,11.333333333333334,364.3333333333333,408.3333333333333,13.666666666666666,61.333333333333336,5.666666666666667,218.66666666666666,408.3333333333333,0
24-05-15,254.66666666666669,475.6666666666667,15.333333333333334,48.666666666666664,5.666666666666666,11.666666666666666,385.6666666666667,408.6666666666667,15.333333333333334,60.666666666666664,7.333333333333334,223.33333333333334,408.6666666666667,0.17
25-05-15,294,477,17,48,7,12,407,409,17,60,9,228,409,0
26-05-15,238,258,42,60,8,15,391,208,42,75,10,271,391,0.31
27-05-15,220,648,13,57,9,13,377,439,13,71,11,243,439,0.06
28-05-15,280,240,16,51,1,1,405,193,16,64,1,50,405,0
29-05-15,259.4,219.2,14.2,47.8,1.6,3.6,392.8,179.2,14.2,60,1.8,91.4,392.8,0.01
30-05-15,238.8,198.4,12.4,44.6,2.2,6.2,380.6,165.4,12.4,56,2.6,132.8,380.6,0
31-05-15,218.2,177.6,10.6,41.4,2.8,8.8,368.4,151.6,10.6,52,3.4000000000000004,174.2,368.4,0
01-06-15,197.6,156.8,8.8,38.2,3.4,11.4,356.2,137.8,8.8,48,4.2,215.6,356.2,0.38
02-06-15,177,136,7,35,4,14,344,124,7,44,5,257,344,1.14
03-06-15,147,154,21,40,5,8,321,136,21,50,6,175,321,0.44
04-06-15,209,162,6,69,4,10,369,142,6,86,5,200,369,0.38
05-06-15,165,117,9,85,2,8,335,112,9,105,2,175,335,0.1
06-06-15,162,116.375,12.25,79.625,2.25,8.625,332.625,111.5,12.25,98.375,2.375,183.5,332.625,0
07-06-15,159,115.75,15.5,74.25,2.5,9.25,330.25,111,15.5,91.75,2.75,192,330.25,0
08-06-15,156,115.125,18.75,68.875,2.75,9.875,327.875,110.5,18.75,85.125,3.125,200.5,327.875,0
09-06-15,153,114.5,22,63.5,3,10.5,325.5,110,22,78.5,3.5,209,325.5,0
10-06-15,150,113.875,25.25,58.125,3.25,11.125,323.125,109.5,25.25,71.875,3.875,217.5,323.125,0
11-06-15,147,113.25,28.5,52.75,3.5,11.75,320.75,109,28.5,65.25,4.25,226,320.75,0.5
12-06-15,144,112.625,31.75,47.375,3.75,12.375,318.375,108.5,31.75,58.625,4.625,234.5,318.375,0
13-06-15,141,112,35,42,4,13,316,108,35,52,5,243,316,17.22
14-06-15,157,224,8,56,5,17,329,183,8,70,6,300,329,1.97
15-06-15,170,385,9,47,5,11,339,344,9,59,6,214,344,0.01
16-06-15,204,296,15,56,4,11,365,246,15,70,5,214,365,0
17-06-15,234,233,22,70,11,10,388,189,22,87,14,200,388,0
18-06-15,178,297,12,31,8,9,345,247,12,39,10,187,345,0.16
19-06-15,190,466,14,19,13,8,354,407,14,24,16,175,407,0.03
20-06-15,172.66666666666666,354.3333333333333,19.333333333333332,23.666666666666668,11.333333333333334,8.666666666666666,340.6666666666667,311.6666666666667,19.333333333333332,29.666666666666668,14,183.33333333333334,376,0.73
21-06-15,155.33333333333334,242.66666666666666,24.666666666666664,28.333333333333336,9.666666666666666,9.333333333333334,327.3333333333333,216.33333333333334,24.666666666666664,35.333333333333336,12,191.66666666666666,345,6.06
22-06-15,138,131,30,33,8,10,314,121,30,41,10,200,314,1.1
23-06-15,137.33333333333334,189.66666666666666,31,33.333333333333336,7.333333333333333,10,313.6666666666667,166.33333333333334,31,41.333333333333336,9.333333333333334,200,313.6666666666667,2.29
24-06-15,136.66666666666666,248.33333333333331,32,33.666666666666664,6.666666666666667,10,313.3333333333333,211.66666666666669,32,41.666666666666664,8.666666666666666,200,313.3333333333333,0.88
25-06-15,136,307,33,34,6,10,313,257,33,42,8,200,313,37.14
26-06-15,174,269,61,34,6,9,342,219,61,42,8,187,342,0
27-06-15,159,322,32,35,6,8,330,272,32,44,8,175,330,0.09
28-06-15,169,89,59,20,5,8,338,89,59,25,6,175,338,0
29-06-15,117,138,38,31,6,11,290,126,38,39,8,214,290,2.3
30-06-15,159,137,51,28,10,8,330,125,51,35,12,175,330,23.91
01-07-15,142,211,49,36,6,11,317,174,49,45,8,214,317,7.07
02-07-15,171,372,26,42,6,7,339,327,26,52,8,162,339,0.21
03-07-15,161,278,36,29,5,8,332,228,36,36,6,175,332,0.31
04-07-15,130.66666666666666,204.33333333333331,37,26.666666666666668,6,7.666666666666667,265.3333333333333,171,37,33.333333333333336,7.333333333333333,170.66666666666666,275.3333333333333,0.24
05-07-15,100.33333333333334,130.66666666666666,38,24.333333333333332,7,7.333333333333333,198.66666666666666,114,38,30.666666666666668,8.666666666666666,166.33333333333334,218.66666666666669,11.07
06-07-15,70,57,39,22,8,7,132,57,39,28,10,162,162,15.92
07-07-15,121,239,13,24,2,8,301,193,13,30,2,175,301,12.8
08-07-15,133,141,8,30,4,10,310,128,8,38,5,200,310,5.99
09-07-15,140,133,8,22,5,10,316,122,8,28,6,200,316,3.88
10-07-15,144.66666666666666,171.66666666666666,9.666666666666666,22.5,5.666666666666667,9.333333333333334,319.5,154.83333333333334,9.666666666666666,28.5,6.833333333333333,191.66666666666666,319.5,39.58
11-07-15,149.33333333333334,210.33333333333331,11.333333333333334,23,6.333333333333333,8.666666666666666,323,187.66666666666669,11.333333333333334,29,7.666666666666667,183.33333333333334,323,88.39
12-07-15,154,249,13,23.5,7,8,326.5,220.5,13,29.5,8.5,175,326.5,14.58
13-07-15,158.66666666666666,287.66666666666663,14.666666666666668,24,7.666666666666666,7.333333333333334,330,253.33333333333334,14.666666666666668,30,9.333333333333334,166.66666666666666,330,2.7
14-07-15,163.33333333333334,326.3333333333333,16.333333333333336,24.5,8.333333333333332,6.666666666666667,333.5,286.1666666666667,16.333333333333336,30.5,10.166666666666668,158.33333333333331,333.5,0.79
15-07-15,168,365,18,25,9,6,337,319,18,31,11,150,337,0.32
16-07-15,163,157,13,20,18,7,333,138,13,25,22,162,333,0.23
17-07-15,162,212,20,24,10,4,332,175,20,30,12,125,332,1.87
18-07-15,158,200,31,26,10,4,329,167,31,32,12,125,329,1.8
19-07-15,166,125,7,31,7,14,336,117,7,39,9,257,336,2.12
20-07-15,125,86,10,20,13,5,304,86,10,25,16,137,304,2.53
21-07-15,107,105,6,17,20,5,256,104,6,21,25,137,256,1.53
22-07-15,121,84,7,12,14,6,301,84,7,15,18,150,301,0.75
23-07-15,100,103,6,19,15,7,232,102,6,24,19,162,232,0.02
24-07-15,139,104,7,18,15,7,315,103,7,22,19,162,315,0.25
25-07-15,131,109,6,13,19,5,309,106,6,16,24,137,309,5.96
26-07-15,103,75,6,19,13,8,242,75,6,24,16,175,242,2.31
27-07-15,90,64,8,14,8,6,200,64,8,18,10,150,200,1.11
28-07-15,61,79,7,16,6,4,101,79,7,20,8,125,125,0.05
29-07-15,72,95,6,20,5,6,139,95,6,25,6,150,150,0.1
30-07-15,84,225,6,21,5,5,180,183,6,26,6,137,183,0.06
31-07-15,129,204,5,21,6,5,307,169,5,26,8,137,307,5.45
01-08-15,124,220,19,20,5,5,303,180,19,25,6,137,303,1.41
02-08-15,145,291,20,30,5,6,319,241,20,38,6,150,319,6.3
03-08-15,175,214,41,29,6,20,342,176,41,36,8,318,342,0.05
04-08-15,163,138,24,25,7,7,333,126,24,31,9,162,333,0.03
05-08-15,143,219,46,17,6,13,318,179,46,21,8,243,318,6.08
06-08-15,171,262,13,20,6,16,339,212,13,25,8,286,339,7.19
07-08-15,155,232,34,17,6,15,327,188,34,21,8,271,327,10.4
08-08-15,149,163,4,20,4,16,322,142,4,25,5,286,322,22.71
09-08-15,138,243,40,19,5,16,314,195,40,24,6,286,314,24.49
10-08-15,189,251,47,17,4,16,353,201,47,21,5,286,353,7.23
11-08-15,190,95,7,26,4,14,354,95,7,32,5,257,354,11.25
12-08-15,122,157,10,25,12,11,302,138,10,31,15,214,302,3.86
13-08-15,131,220,20,21,10,9,309,180,20,26,12,187,309,1.19
14-08-15,149,148,10,16,11,11,322,132,10,20,14,214,322,1.66
15-08-15,129,107,13,26,11,13,307,105,13,32,14,243,307,16.96
16-08-15,160,210,12,21,11,13,331,173,12,26,14,243,331,7.79
17-08-15,162,215,6,22,10,11,332,177,6,28,12,214,332,1.93
18-08-15,171,453,9,22,10,11,339,405,9,28,12,214,405,3.97
19-08-15,148,585,7,20,11,10,322,428,7,25,14,200,428,8.02
20-08-15,152,383,8,18,11,14,325,341,8,22,14,257,341,4.02
21-08-15,162,136,4,20,6,6,332,124,4,25,8,150,332,12.68
22-08-15,153.66666666666666,308,5,21.666666666666668,7,7.333333333333333,325.6666666666667,229.33333333333331,5,27,9,166.66666666666666,368,4.86
23-08-15,145.33333333333334,480,6,23.333333333333332,8,8.666666666666666,319.3333333333333,334.66666666666663,6,29,10,183.33333333333334,404,30.19
24-08-15,137,652,7,25,9,10,313,440,7,31,11,200,440,1.85
25-08-15,172,542,10,20,9,10,340,420,10,25,11,200,420,0
26-08-15,162,546,8,28,10,10,332,421,8,35,12,200,421,0.01
27-08-15,173,244,14,24,7,10,341,196,14,30,9,200,341,10.03
28-08-15,170,311.5,12.25,23.5,7,9.5,338.75,250.75,12.25,29.5,9,193.75,359.5,0.01
29-08-15,167,379,10.5,23,7,9,336.5,305.5,10.5,29,9,187.5,378,5.38
30-08-15,164,446.5,8.75,22.5,7,8.5,334.25,360.25,8.75,28.5,9,181.25,396.5,0
31-08-15,161,514,7,22,7,8,332,415,7,28,9,175,415,0.78
01-09-15,176,538,10,21,7,8,343,420,10,26,9,175,420,0.01
02-09-15,174,507,5,31,8,11,342,414,5,39,10,214,414,0.01
03-09-15,191,532,13,27,7,10,355,419,13,34,9,200,419,0.79
04-09-15,180,465,8,29,7,11,346,407,8,36,9,214,407,0.01
05-09-15,169.66666666666666,458,10.333333333333334,26.666666666666668,6,10,338,405.6666666666667,10.333333333333334,33.333333333333336,7.666666666666667,201,405.6666666666667,0
06-09-15,159.33333333333334,451,12.666666666666668,24.333333333333332,5,9,330,404.3333333333333,12.666666666666668,30.666666666666668,6.333333333333334,188,404.3333333333333,0
07-09-15,149,444,15,22,4,8,322,403,15,28,5,175,403,0
08-09-15,155,383,15,24,5,9,327,341,15,30,6,187,341,0
09-09-15,163,279,12,33,7,9,333,229,12,41,9,187,333,0
10-09-15,147,265,14,26,9,7,321,215,14,32,11,162,321,0
11-09-15,154.75,243.75,12,24.5,8,7.25,327,199.5,12,30.25,9.75,165.25,327,0
12-09-15,162.5,222.5,10,23,7,7.5,333,184,10,28.5,8.5,168.5,333,0.07
13-09-15,170.25,201.25,8,21.5,6,7.75,339,168.5,8,26.75,7.25,171.75,339,1.29
14-09-15,178,180,6,20,5,8,345,153,6,25,6,175,345,0.08
15-09-15,165,235,26,22,7,9,335,190,26,28,9,187,335,0
16-09-15,169,175,18,24,8,8,338,150,18,30,10,175,338,1.5
17-09-15,165,151,5,14,6,7,335,134,5,18,8,162,335,0
18-09-15,118,209,6,20,9,10,293,173,6,25,11,200,293,11.66
19-09-15,151,253,6,18,8,7,324,203,6,22,10,162,324,3.31
20-09-15,113,252,25,24,12,8,276,202,25,30,15,175,276,19.61
21-09-15,136,112,12,17,20,8,313,108,12,21,25,175,313,6.22
22-09-15,98,426,13,23,9,7,225,395,13,29,11,162,395,5.38
23-09-15,124,544,16,30,10,11,303,421,16,38,12,214,421,0.62
24-09-15,168,609,15,34,13,11,337,432,15,42,16,214,432,0
25-09-15,174,644,12,29,9,12,342,438,12,36,11,228,438,0
26-09-15,170.33333333333334,504.33333333333337,14,28.666666666666668,8.666666666666666,10.666666666666666,339,353,14,35.666666666666664,10.666666666666666,210.33333333333334,403,0
27-09-15,166.66666666666666,364.6666666666667,16,28.333333333333332,8.333333333333334,9.333333333333334,336,268,16,35.333333333333336,10.333333333333334,192.66666666666666,368,0.01
28-09-15,163,225,18,28,8,8,333,183,18,35,10,175,333,0
29-09-15,156,205,24,24,8,9,328,170,24,30,10,187,328,0
30-09-15,150,290,21,36,14,11,323,240,21,45,18,214,323,0
01-10-15,165,364,21,39,10,11,335,317,21,49,12,214,335,0
02-10-15,174,416,10,40,9,17,342,382,10,50,11,300,382,0
03-10-15,205,753,37,43,27,28,365,457,37,54,34,365,457,0
04-10-15,284,613,35,45,13,25,405,433,35,56,16,347,433,0
05-10-15,332,560,19,40,9,11,412,423,19,50,11,214,423,0
06-10-15,207,483,17,35,9,15,367,410,17,44,11,271,410,0
07-10-15,207,489,17,36,12,13,367,411,17,45,15,243,411,0
08-10-15,228,559,14,41,13,18,383,423,14,51,16,306,423,0
09-10-15,239,558,5,43,17,45,392,423,5,54,21,469,469,0
10-10-15,378,531,33,33,12,21,418,418,33,41,15,324,418,0
11-10-15,219,520,20,34,16,20,376,417,20,42,20,318,417,0
12-10-15,227,210,11,22,8,13,382,173,11,28,10,243,382,0
13-10-15,188,167,18,27,3,12,352,145,18,34,4,228,352,0.75
14-10-15,164,296,27,38,4,14,334,246,27,48,5,257,334,0.95
15-10-15,185,467,20,48,7,15,350,407,20,60,9,271,407,0.22
16-10-15,188.5,495,18.5,48.5,10.5,15.25,352.75,412,18.5,60.5,13.25,274.75,412,0
17-10-15,192,523,17,49,14,15.5,355.5,417,17,61,17.5,278.5,417,0.01
18-10-15,195.5,551,15.5,49.5,17.5,15.75,358.25,422,15.5,61.5,21.75,282.25,422,0
19-10-15,199,579,14,50,21,16,361,427,14,62,26,286,427,0
20-10-15,243,434,17,36,20,14,395,402,17,45,25,257,402,0
21-10-15,243,401.8,19.8,33.4,20.2,14.2,395,366.2,19.8,41.8,25.2,259.8,400.6,0.44
22-10-15,243,369.6,22.6,30.8,20.4,14.4,395,330.4,22.6,38.6,25.4,262.6,399.2,0.02
23-10-15,243,337.4,25.4,28.2,20.6,14.6,395,294.6,25.4,35.4,25.6,265.4,397.8,0
24-10-15,243,305.2,28.2,25.6,20.8,14.8,395,258.8,28.2,32.2,25.8,268.2,396.4,0
25-10-15,243,273,31,23,21,15,395,223,31,29,26,271,395,0
26-10-15,197,423,18,24,19,14,359,391,18,30,24,257,391,0.03
27-10-15,194,404,29,20,19,13,357,367,29,25,24,243,367,0.46
28-10-15,208,215,44,19,22,15,368,177,44,24,28,271,368,7.39
29-10-15,187,350,28,21,25,17,352,300,28,26,31,300,352,0
30-10-15,210,638,16,31,23,28,369,437,16,39,29,365,437,1
31-10-15,460,413,21,27,25,19,429,379,21,34,31,312,429,0
01-11-15,363,469,11,13,23,19,416,408,11,16,29,312,416,0
02-11-15,349,460,33,46,17,21,414,406,33,57,21,324,414,0
03-11-15,382,468,16,52,16,25,418,407,16,65,20,347,418,0
04-11-15,383,264,33,34,15,13,418,214,33,42,19,243,418,0
05-11-15,254,433,14,39,11,15,401,401,14,49,14,271,401,0.77
06-11-15,265,712,14,52,10,15,403,450,14,65,12,271,450,0.01
07-11-15,362,613,15,50.5,16,19,416,432.5,15,63,20,303.5,439.5,0
08-11-15,459,514,16,49,22,23,429,415,16,61,28,336,429,0.02
09-11-15,312,639,18,55,19,20,409,437,18,69,24,318,437,0
10-11-15,399,558,20,35,21,18,421,423,20,44,26,306,423,0
11-11-15,307,571,14,36,22,23,408,425,14,45,28,336,425,0
12-11-15,400,797,8,16,14,22,421,465,8,20,18,330,465,0
13-11-15,494,693,11,2,13,23,433,447,11,2,16,336,447,0
14-11-15,434,628,13.5,29,11.5,27,425,435.5,13.5,36,14,359,435.5,0
15-11-15,374,563,16,56,10,31,417,424,16,70,12,382,424,0
16-11-15,312,441,16,42,9,20,409,403,16,52,11,318,409,0
17-11-15,241,627,18,63,12,26,393,435,18,79,15,353,435,0
18-11-15,372,684,22,73,16,31,417,445,22,91,20,382,445,0
19-11-15,380,555,24,59,14,27,418,423,24,74,18,359,423,0
20-11-15,398.5,638,22,61.5,11,34.5,420.5,437.5,22,77,14,404.5,437.5,0
21-11-15,417,721,20,64,8,42,423,452,20,80,10,450,452,0
22-11-15,352,817,28,55,11,49,414,468,28,69,14,494,494,0
23-11-15,363,924,36,48,8,35,416,487,36,60,10,407,487,0
24-11-15,402,581,15,16,9,21,421,427,15,20,11,324,427,0
25-11-15,257,649,15,4,11,22,402,439,15,5,14,330,439,0
26-11-15,344,545,13,36,8,19,413,421,13,45,10,312,421,0.11
27-11-15,321,333,15,26,7,17,410,283,15,32,9,300,410,0.11
28-11-15,297,619,16,36,9,23,407,434,16,45,11,336,434,0
29-11-15,385,728,55,51,9,23,419,453,55,64,11,336,453,0
30-11-15,463,516,7,40,6,17,429,416,7,50,8,300,429,0
01-12-15,307,594,7,45,7,15,408,429,7,56,9,271,429,0.34
02-12-15,280,614,7,53,7,18,405,433,7,66,9,306,433,1.19
03-12-15,317,556,12,60,7,27,410,423,12,75,9,359,423,0
04-12-15,319,741,20,78,12,29,410,455,20,97,15,371,455,0
05-12-15,464,590,20,53,11,22,429,429,20,66,14,330,429,0
06-12-15,410,589,21,84,7,26,422,429,21,104,9,353,429,0
07-12-15,400,733,20,108,8,24,421,454,20,128,10,341,454,0
08-12-15,479,378,42,44,8,20,431,335,42,55,10,318,431,0
09-12-15,381,404,19,40,13,19,418,367,19,50,16,312,418,0
10-12-15,321,492,8,41,9,13,410,412,8,51,11,243,412,0
11-12-15,318,572,5,39,5,16,410,426,5,49,6,286,426,0.03
12-12-15,324,515,9,47,8,17,411,416,9,59,10,300,416,0
13-12-15,266,522,10,48,9,11,403,417,10,60,11,214,417,0
14-12-15,231,528,9,51,9,17,385,418,9,64,11,300,418,0
15-12-15,257,532,11,51,6,14,402,419,11,64,8,257,419,0
16-12-15,347,384,11,47,9,32,414,342,11,59,11,388,414,0
17-12-15,344,607,7,48,6,16,413,432,7,60,8,286,432,0
18-12-15,321,689,13,65,11,45,410,446,13,81,14,469,469,0
19-12-15,310,537,12,39,14,36,409,419,12,49,18,413,419,0
20-12-15,377,527,8,67,9,13,418,418,8,84,11,243,418,0
21-12-15,369,599,18,61,18,50,417,430,18,76,22,500,500,0
22-12-15,491,816,7,72,7,24,433,468,7,90,9,341,468,0
23-12-15,470,437,10,44,10,19,430,402,10,55,12,312,430,0
24-12-15,251,432,11,49,11,19,401,401,11,61,14,312,401,0
25-12-15,245,401,12,54,13,20,396,364,12,67,16,318,396,0
26-12-15,251.5,449,12,56,10.5,19.5,399,388.5,12,69.5,13,315,404.5,0
27-12-15,258,497,12,58,8,19,402,413,12,72,10,312,413,0
28-12-15,256,368,13,51,9,11,402,322,13,64,11,214,402,0
29-12-15,226,623,7,69,12,30,382,434,7,86,15,377,434,0
30-12-15,248.4,602.4,11.8,69.8,12.8,27,388.2,430.6,11.8,87,16,355.8,430.6,0
31-12-15,270.8,581.8,16.6,70.6,13.6,24,394.4,427.2,16.6,88,17,334.6,427.2,0
01-01-16,293.2,561.2,21.4,71.4,14.4,21,400.6,423.8,21.4,89,18,313.4,423.8,0
02-01-16,315.6,540.6,26.2,72.2,15.2,18,406.8,420.4,26.2,90,19,292.2,420.4,0
03-01-16,338,520,31,73,16,15,413,417,31,91,20,271,417,0
04-01-16,454,689,29,67,20,27,428,446,29,84,25,359,446,0
05-01-16,452,631,28,55,17,27,428,436,28,69,21,359,436,0
06-01-16,394,571,22,54,17,18,420,425,22,67,21,306,425,0
07-01-16,468,611,7,47,7,17,430,432,7,59,9,300,432,0
08-01-16,520,346,10,40,8,18,437,296,10,50,10,306,437,0
09-01-16,227,428,10,53,10,18,382,397,10,66,12,306,397,0
10-01-16,321,548,46,60,11,18,410,421,46,75,14,306,421,0
11-01-16,423,453,46,45,14,15,424,405,46,56,18,271,424,0
12-01-16,338,395,10,39,9,15,413,356,10,49,11,271,413,0
13-01-16,354,357,6,33,7,15,415,309,6,41,9,271,415,0
14-01-16,314,236,5,28,7,10,409,191,5,35,9,200,409,0
15-01-16,239,179,7,28,7,5,392,153,7,35,9,137,392,0
16-01-16,200,243,9,31,11,9,362,195,9,39,14,187,362,0
17-01-16,240,573,9,50,8,17,392,426,9,62,10,300,426,0
18-01-16,376,443,5,31,6,8,418,403,5,39,8,175,418,0
19-01-16,364,433,6,35,6,10,416,401,6,44,8,200,416,0.03
20-01-16,362,296,6,33,6,8,416,246,6,41,8,175,416,0
21-01-16,280,360,8,32,8,4,405,312,8,40,10,125,405,0
22-01-16,349,418,10,33,9,13,414,385,10,41,11,243,414,0
23-01-16,388,402,8,45,8,11.5,419,365,8,56,10,221.5,419,0
24-01-16,427,386,6,57,7,10,424,345,6,71,9,200,424,0
25-01-16,322,446,7,36,11,7,410,404,7,45,14,162,410,0
26-01-16,408,436,10,45,9,8,422,402,10,56,11,175,422,0
27-01-16,366,534,5,59,8,14,416,419,5,74,10,257,419,0
28-01-16,384,620,5,61,9,15,419,434,5,76,11,271,434,0
29-01-16,420,475,15,56,10,12,423,409,15,70,12,228,423,0
30-01-16,372.2,426.8,16.8,53.6,10,10.6,407.8,365,16.8,67,12,209.8,407.8,0.14
31-01-16,324.4,378.6,18.6,51.2,10,9.2,392.6,321,18.6,64,12,191.6,392.6,0
01-02-16,276.6,330.4,20.4,48.8,10,7.800000000000001,377.4,277,20.4,61,12,173.4,377.4,0
02-02-16,228.8,282.2,22.2,46.4,10,6.4,362.2,233,22.2,58,12,155.2,362.2,0
03-02-16,181,234,24,44,10,5,347,189,24,55,12,137,347,0
04-02-16,200,351,22,54,13,1,362,301,22,67,16,50,362,0
05-02-16,309,366,13,50,17,1,409,320,13,62,21,50,409,0
06-02-16,264.5,252,12,41.5,14,1.5,393,223,12,51.5,17.5,75,393,0
07-02-16,220,138,11,33,11,2,377,126,11,41,14,100,377,0.43
08-02-16,187,164,14,46,11,2,352,143,14,57,14,100,352,0.18
09-02-16,228,217,13,61,12,4,383,178,13,76,15,125,383,0
10-02-16,309,176,19,44,15,4,409,151,19,55,19,125,409,0
11-02-16,286.5,180.5,12.5,37,20.5,6,406,154,12.5,46.5,25.5,150,406,0
12-02-16,264,185,6,30,26,8,403,157,6,38,32,175,403,0
13-02-16,240,163.33333333333334,7,31.666666666666668,22,6,387,142.66666666666666,7,40,27.333333333333332,150,387,0
14-02-16,216,141.66666666666666,8,33.333333333333336,18,4,371,128.33333333333334,8,42,22.666666666666664,125,371,0.02
15-02-16,192,120,9,35,14,2,355,114,9,44,18,100,355,0
16-02-16,202,131,11,49,14,1,363,121,11,61,18,50,363,0
17-02-16,194,121,5,36,12,3,357,114,5,45,15,112,357,0.23
18-02-16,213,182,5,38,13,3,372,155,5,48,16,112,372,0.03
19-02-16,267,163,8,36,11,2,403,142,8,45,14,100,403,0
20-02-16,209,124.5,15,29.5,10,1.5,363.5,114,15,37,12.5,75,363.5,2.55
21-02-16,151,86,22,23,9,1,324,86,22,29,11,50,324,0
22-02-16,158.125,110,20.625,27,11,1,329.5,103.75,20.625,34,13.5,50,329.5,0
23-02-16,165.25,134,19.25,31,13,1,335,121.5,19.25,39,16,50,335,0
